Claim Text  Veracity  Category  Published Date
The ocean liner QE2 uses a gallon of fuel for every six inches she travels.	False	Inboxer Rebellion	2008-01-15
E-mail lists new California traffic laws taking effect in 2008.	True	Politics	2008-01-15
The	True	Humor	2008-01-16
In a 1996 interview, Mariah Carey said the following:	False	Uncategorized	2008-01-18
As part of regular security maintenance, Paypal needs you to resubmit your credit card and bank account information.	False	Inboxer Rebellion	2008-01-14
Gas stations are routinely imposing an extra $10 fee on credit card customers.	False	Inboxer Rebellion	2008-01-14
Office workers in the United Kingdom are being conned into revealing their home addresses, leading to their houses being burgled during the day.	False	Inboxer Rebellion	2008-01-14
You can make up to $75 per hour processing refunds for FedEx and UPS.	False	Inboxer Rebellion	2008-01-14
Scammers are racking up hundreds of dollars per phone call by borrowing homeowners’ phones and placing five-minute calls to expensive premium rate services.	False	Inboxer Rebellion	2008-01-14
Civilians can send “thank you” messages to American troops through a Department of Defense web page.	True	Uncategorized	2008-01-17
Photographs show lifelike sculptures of humans in varying scales created by artist Ron Mueck.	True	Fauxtography	2008-01-10
Photographs show an 8’10”, 327-lb. alligator gar caught at Broken Bow Lake in Oklahoma.	True	Fauxtography	2008-01-11
Gemma Brown is collecting spam and chain e-mails for a university study.	False	Inboxer Rebellion	2008-01-14
A 15-year-old boy made $71,000 from a chain letter scheme.	False	Inboxer Rebellion	2008-01-11
Scammers con victims into forwarding their phones to other numbers.	True	Inboxer Rebellion	2008-01-11
You can make money by learning the secrets of an organization known as the ‘World Currency Cartel.’	False	Inboxer Rebellion	2008-01-11
E-mail from lawyer gives good advice about preventive steps to protect against credit card theft.	True	Inboxer Rebellion	2008-01-11
Citibank is sending out messages asking customers to verify their e-mail addresses.	False	Inboxer Rebellion	2008-01-11
A Florida company offers “euthanasia cruises” on which terminally ill and suicidal passengers end their lives by jumping overboard.	False	Travel	2007-12-29
Photographs show actresses Jennifer Aniston and Courteney Cox Arquette at a christening.	True	Fauxtography	2007-12-30
Terrorist attempting to light the fuse to a bomb hidden in his rectum is foiled by airline personnel.	False	Humor	2007-12-30
Photograph shows a moose harnessed to haul timber.	False	Fauxtography	2008-01-04
Six black students in Jena, Louisiana, were charged with attempted murder for a beating administered to a white student.	True	Crime	2007-12-30
The leaders of Canada, the United States, and Mexico agreed in 2005 to subsume their countries into a greater “North American Union” by the year 2010.	False	Immigration	2008-01-09
Several authors of inspiring books and web logs have turned out to be fictitious.	True	Inboxer Rebellion	2007-12-31
PayPal has e-mailed notices stating that they will be providing user account information to the Internal Revenue Service.	True	Uncategorized	2008-01-07
Telemarketers are luring those who’ve signed up for the national “Do Not Call” list by getting them to request coupons for free products.	True	Inboxer Rebellion	2007-12-10
Photograph shows a satellite view of the Indian Ocean tsunami.	False	Fauxtography	2008-01-04
Penguins fall over onto their backs while trying to observe airplanes flying overhead.	False	Critter Country	2007-12-18
The Boy Scouts of America has lost some funding over its refusal to accept homosexuals within its ranks.	True	Inboxer Rebellion	2007-12-22
Bags of rice sent to President Eisenhower helped dissuade him from launching an attack against China.	False	Inboxer Rebellion	2008-01-06
Santa’s ‘Ho Ho Ho’ has been changed to ‘Ha Ha Ha’ in Australia because women felt insulted by the original phrase.	False	Holidays	2007-12-13
Singer Willie Nelson said of his September 2006 drug offense, “It’s a good thing I had a bag of marijuana instead of a bag of spinach. I’d be dead by now.”	False	Entertainment	2007-12-28
A girl is going to have an abortion unless 500	False	Inboxer Rebellion	2007-12-22
Someone is in a race to collect the e-signatures of 300 people who believe in God before someone else collects	False	Inboxer Rebellion	2007-12-22
Pronunciation problems plague exchange between traveler and room service in Far East hotel.	False	Travel	2007-12-27
Arab/Islamic states consistently vote against the U.S. in the United Nations.	True	Inboxer Rebellion	2007-12-09
Senate candidate John Glenn delivered a stinging rebuke to a challenger who accused him of never having run a business.	True	Politics	2007-12-28
An upcoming film from director Steven Spielberg will document the current uprising in the West Bank from a pro-Palestinian point of view.	False	Inboxer Rebellion	2007-12-09
The four major U.S. credit bureaus will be allowed to share your private information with anyone who requests it as of	False	Inboxer Rebellion	2007-12-10
Fourteen black colleges are about to be closed.	False	Inboxer Rebellion	2007-12-10
A bill currently before Congress (HR 219) would prevent Mexicans who worked in the USA illegally from claiming Social Security benefits.	False	Inboxer Rebellion	2007-12-10
Sprint long distance service lists calls placed to Israel as having a destination of ‘Palestine’ on customers’ bills in order to “court Arab business.”	False	Inboxer Rebellion	2007-12-09
Legislation guaranteeing blacks the right to vote in the USA will expire in 2007.	False	Inboxer Rebellion	2007-12-10
The FCC plans to loosen its strictures against conglomerate ownership of media outlets.	True	Inboxer Rebellion	2007-12-10
Comedian Dennis Miller is the author of  an Internet-circulated “rant” about the Pledge of Allegiance.	True	Inboxer Rebellion	2007-12-09
Coca-Cola has announced that it will be donating four days’ worth of income to Israel.	False	Inboxer Rebellion	2007-12-09
A moratorium on Internet taxation expires in 2007.	True	Inboxer Rebellion	2007-12-10
Not buying	False	Inboxer Rebellion	2007-12-09
During a recent MTV appearance, singer Shakira said she’d rather have pigs listening to her music than Israelis.	False	Inboxer Rebellion	2007-12-09
Some Texas post offices were required to remove posters bearing the words “In God We Trust” from display.	True	Inboxer Rebellion	2007-12-09
The web sites of German automobile manufacturers BMW and Mercedes-Benz both displayed maps of the Middle East which left Israel unidentified.	True	Inboxer Rebellion	2007-12-09
A new video game calling for players to steal underwear from models has folks up in arms.	True	Inboxer Rebellion	2007-12-09
Fuji stores are distributing complimentary world maps that omit Israel.	False	Inboxer Rebellion	2007-12-09
Wal-Mart is selling globes with Israel labelled as ‘Palestine.’	False	Inboxer Rebellion	2007-12-09
Wal-Mart employees must pony up to buy flags, flagpoles, and floodlights, or else their stores have to do without American flag displays.	False	Inboxer Rebellion	2007-12-09
Insurance and financial services company John Hancock is considering pulling a controversial television commercial scheduled to air during the Olympics thanks to right wing protests challenging its lesbian motherhood theme.	False	Inboxer Rebellion	2007-12-09
The County of Los Angeles has requested that equipment vendors avoid using the industry term “Master/Slave” in product descriptions and labeling.	True	Inboxer Rebellion	2007-12-09
The	True	Inboxer Rebellion	2007-12-09
Some celebrities promised to leave the USA if	True	Inboxer Rebellion	2007-12-09
The United States Postal Service is discontinuing the “Black Heritage” series of stamps and destroying the remaining stock.	False	Inboxer Rebellion	2007-12-09
The USPS provides free Priority Mail shipping supplies for customers sending packages to U.S. military personnel overseas.	True	Inboxer Rebellion	2007-12-07
No Fear, Inc. a popular retailer, was confused with the National Organization for European American Rights (N.O.F.E.A.R.), a white supremacist organization.	True	Inboxer Rebellion	2007-12-07
Wal-Mart resold toys left with it to be donated to needy kids.	True	Holidays	2007-12-06
A brothel in Nevada is offering free sex to U.S. troops returning from Iraq.	True	Inboxer Rebellion	2007-12-07
A company known as FCUK is promoting their fragrance with a “scent to bed” advertising campaign.	True	Inboxer Rebellion	2007-12-09
A United States Geological Survey mapmaker was fired for posting a map on the WWW showing that caribou breeding grounds fall in area of the Arctic National Wildlife Refuge which the Bush administration wants to open to oil exploration.	False	Inboxer Rebellion	2007-12-08
A girl named Asha Degree disappeared from her North Carolina home on 14 February 2000.	True	Inboxer Rebellion	2001-01-18
